pack_id,pair,row_id,source_file,source_tier,draft_origin,upstream_score,upstream_flags,source_len,target_len,length_ratio,naturalness,row_quality,exact_count,loose_count,source_count,frame_count,has_digit,has_time,has_year,has_date_word,has_semicolon,has_placeholder,punctuation_mismatch,copied_source,cluster_penalty,template_penalty,length_penalty,punctuation_penalty,lineage_penalty,prune_score,source,target_pos
04,en-es,70c585dca638f188e9447d5b8bc56003eaaba7cf75a70a3713ce18eb198cd298,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,100,109,1.09,99.1562,1094.6562,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.211,0.0,0.0,31.711,The muralist spent three weeks painting a street scene that covered the entire side of the building.,La muralista pasó tres semanas pintando una escena callejera que cubría toda la fachada lateral del edificio.
04,en-es,7f838301925c4d7b0f3979c94b6e1c19ea082aa92cf0ef9a7629df6b4c6b1d5f,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,98,109,1.1122,99.1562,1094.6562,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.211,0.0,0.0,31.711,The anesthesiologist monitored the patient's oxygen saturation throughout the four-hour procedure.,El anestesiólogo monitorizó la saturación de oxígeno del paciente durante las cuatro horas del procedimiento.
04,en-es,95879dd2c718769ba4474981d1ece428b9d07df665f3b426a08aa10b498cd97a,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,95,109,1.1474,99.1562,1094.6562,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.211,0.0,0.0,31.711,The bankruptcy filing provides the company with protection from creditors while it reorganizes.,La declaración de quiebra proporciona a la empresa protección frente a los acreedores mientras se reorganiza.
04,en-es,9840c0ea58062031cea5994db080f9a962b100755cc80e148b0bdb5ff989087e,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,93,109,1.172,99.1562,1094.6562,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.211,0.0,0.0,31.711,Natural language processing enables machines to understand and interpret human language data.,El procesamiento del lenguaje natural permite a las máquinas entender e interpretar datos de lenguaje humano.
04,en-es,a280da3eec02da4895e8789e15e846a8f4386078721380904757b433fa74d395,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_01_gold_core_a.jsonl,1000,,,,96,109,1.1354,99.1562,1094.6562,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.211,0.0,0.0,31.711,"The street musician played a battered accordion, and passersby dropped coins into his open case.","El músico callejero tocaba un acordeón desvencijado, y los transeúntes dejaban monedas en su estuche abierto."
04,en-es,fd28d189d447ab31257142968f44efca991460e1c1da7ab0ba81d6be75544c59,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_01_gold_core_a.jsonl,1000,,,,94,109,1.1596,99.1562,1094.6562,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.211,0.0,0.0,31.711,The tour guide pointed out the fossilized shells embedded in the limestone walls of the gorge.,El guía turístico señaló las conchas fosilizadas incrustadas en las paredes de piedra caliza del desfiladero.
04,en-es,30b784626e067828f1110bae72d713c26a3ccf49b0cf4ff4be7146c5da8846ee,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,59,69,1.1695,99.2623,1094.7623,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.1844,0.0,0.0,31.6844,Please unplug the device before replacing the battery pack.,Desconecta el dispositivo antes de reemplazar el paquete de baterías.
04,en-es,56c1c019aabe75a459a05719d5a07d7fb0496ef29bbd3def023b8400f568465d,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,59,70,1.1864,99.2623,1094.7623,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.1844,0.0,0.0,31.6844,"If the dashboard misses new events, resync the data source.","Si al panel le faltan eventos nuevos, resincroniza la fuente de datos."
04,en-es,a7320af4b0d69fe2a3ec2aa8cfd4b7fe0a7688b878b3452db2bb7675739a9cbd,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,59,68,1.1525,99.2623,1094.7623,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.1844,0.0,0.0,31.6844,The project is currently in its final phase of development.,El proyecto se encuentra actualmente en su fase final de desarrollo.
04,en-es,acdeef1dba4a89346214dddf1731f6dc2c022e91ff25cb5854f800c141c8324c,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,66,61,1.082,99.2857,1094.7857,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.1786,0.0,0.0,31.6786,I'm thinking about going back to school to get my master's degree.,Estoy pensando en volver a estudiar para obtener mi maestría.
04,en-es,d67e5cf25e55fad2e7bbe0bc0434b3cb1e91a300c0a43d159cbee5ba0606f977,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_01_gold_core_a.jsonl,1000,,,,64,61,1.0492,99.2857,1094.7857,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.1786,0.0,0.0,31.6786,The new policy is intended to promote a more sustainable future.,La nueva política pretende promover un futuro más sostenible.
04,en-es,03e25690bbc2bbf07f1e1606483039675d5b17aa6ba28d9b3acc584cc2e223e8,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,60,63,1.05,99.6311,1095.1311,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.0922,0.0,0.0,31.5922,The bridge offers a stunning view of the city and the river.,El puente ofrece una vista impresionante de la ciudad y el río.
04,en-es,21a813e4614cc97b6fcf6d7ac9021a745d06614a827d97ede0dc20144cc670cc,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_01_gold_core_a.jsonl,1000,,,,60,70,1.1667,99.6311,1095.1311,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.0922,0.0,0.0,31.5922,"I forgot my umbrella at home, and now it's starting to pour.",Olvidé mi paraguas en casa y ahora está empezando a llover a cántaros.
04,en-es,4063af75ba31ac7cea9ab917d00d6408b95bef8d5d7026bed3875d9fe611cd75,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_01_gold_core_a.jsonl,1000,,,,60,69,1.15,99.6311,1095.1311,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.0922,0.0,0.0,31.5922,"We shared a table with strangers, and left with new friends.","Compartimos mesa con desconocidos, y nos fuimos con nuevas amistades."
04,en-es,1a889e5c67a60a370eb600fc2e68305bbf5dd28ed6c8bb718530bd0cb86e6d4a,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,1000,,,,65,62,1.0484,99.6429,1095.1429,4,4,4,4,0,0,0,0,0,0,0,0,31.5,0.0,0.0893,0.0,0.0,31.5893,The company is facing a lawsuit over its environmental practices.,La empresa enfrenta una demanda por sus prácticas ambientales.
